Freq;Angle;Gain
2500;0,0;-1,2659395877817565
2500;0,3490658503988659;-11,8697343024737
2500;0,6981317007977318;-4,25550910667471
2500;1,0471975511965976;-1,6015346517590177
2500;1,3962634015954636;-1,260476417588371
2500;1,7453292519943295;-7,5964793928258265
2500;2,0943951023931953;0,0
2500;2,443460952792061;-4,176615646104604
2500;2,792526803190927;-2,3717008922482714
2500;3,141592653589793;-0,6516131953633532
2500;3,490658503988659;-2,3717008922482714
2500;3,839724354387525;-4,176615646104604
2500;4,188790204786391;0,0
2500;4,537856055185257;-7,5964793928258265
2500;4,886921905584122;-1,260476417588371
2500;5,235987755982989;-1,6015346517590177
2500;5,585053606381854;-4,25550910667471
2500;5,934119456780721;-11,8697343024737
2500;6,283185307179586;-1,2659395877817565
