Freq;Angle;Gain
1000;0,0;-2,8098932306061215
1000;0,3490658503988659;-6,143343946171514
1000;0,6981317007977318;-2,7117274338398905
1000;1,0471975511965976;-1,2891125558872658
1000;1,3962634015954636;-0,03098684741461511
1000;1,7453292519943295;0,0
1000;2,0943951023931953;-0,5535567138173897
1000;2,443460952792061;-0,5004243858236417
1000;2,792526803190927;-0,923521964445022
1000;3,141592653589793;-0,7553484376677316
1000;3,490658503988659;-0,923521964445022
1000;3,839724354387525;-0,5004243858236417
1000;4,188790204786391;-0,5535567138173897
1000;4,537856055185257;0,0
1000;4,886921905584122;-0,03098684741461511
1000;5,235987755982989;-1,2891125558872658
1000;5,585053606381854;-2,7117274338398905
1000;5,934119456780721;-6,143343946171514
1000;6,283185307179586;-2,8098932306061215
