Freq;Angle;Gain
1500;0,0;-1,1790631154233269
1500;0,3490658503988659;0,0
1500;0,6981317007977318;-0,4609749890194277
1500;1,0471975511965976;-1,7910631037982752
1500;1,3962634015954636;-0,8239401269675097
1500;1,7453292519943295;-0,5144122795441539
1500;2,0943951023931953;-0,6950459822883515
1500;2,443460952792061;-0,6060487108941586
1500;2,792526803190927;-0,256428262271329
1500;3,141592653589793;-1,4059278720116684
1500;3,490658503988659;-0,256428262271329
1500;3,839724354387525;-0,6060487108941586
1500;4,188790204786391;-0,6950459822883515
1500;4,537856055185257;-0,5144122795441539
1500;4,886921905584122;-0,8239401269675097
1500;5,235987755982989;-1,7910631037982752
1500;5,585053606381854;-0,4609749890194277
1500;5,934119456780721;0,0
1500;6,283185307179586;-1,1790631154233269
