Freq;Angle;Gain
3000;0,0;-1,2300911850519278
3000;0,3490658503988659;-1,0567102919975866
3000;0,6981317007977318;-0,3921710893718736
3000;1,0471975511965976;-1,5815420002686786
3000;1,3962634015954636;0,0
3000;1,7453292519943295;-0,5572228916290713
3000;2,0943951023931953;-2,048408333766226
3000;2,443460952792061;-1,9344927718573501
3000;2,792526803190927;-1,1684336218577698
3000;3,141592653589793;-2,162753440940805
3000;3,490658503988659;-1,1684336218577698
3000;3,839724354387525;-1,9344927718573501
3000;4,188790204786391;-2,048408333766226
3000;4,537856055185257;-0,5572228916290713
3000;4,886921905584122;0,0
3000;5,235987755982989;-1,5815420002686786
3000;5,585053606381854;-0,3921710893718736
3000;5,934119456780721;-1,0567102919975866
3000;6,283185307179586;-1,2300911850519278
