Real_DOA;Mean_measured_DOA;Std_measured_DOA
0,0;2,2;1,1661903789690602
45,0;47,93333333333333;0,9285592184789412
90,0;90,13333333333334;0,3399346342395189
60,0;60,46666666666667;0,8844332774281066
30,0;24,933333333333337;0,2494438257849293
180,0;180,6;2,6280537792569363
0,0;71,6;143,2
0,0;0,0;0,0
90,0;90,0;0,0
