Freq;Angle;Gain
4000;0,0;-5,8076940370769154
4000;0,17453292519943295;-5,9893158304787555
4000;0,3490658503988659;-5,49355561642396
4000;0,5235987755982988;-5,503050068269722
4000;0,6981317007977318;-5,132616557587239
4000;0,8726646259971648;-4,861165576744097
4000;1,0471975511965976;-5,001735039187253
4000;1,2217304763960306;-5,292550813368954
4000;1,3962634015954636;-5,437489948030524
4000;1,5707963267948966;-6,172275950769902
4000;1,7453292519943295;-6,434237162162337
4000;1,9198621771937625;-6,594147590908317
4000;2,0943951023931953;-6,382235733000714
4000;2,2689280275926285;-8,827258722331093
4000;2,443460952792061;-14,004415225276873
4000;2,6179938779914944;-11,359639202346326
4000;2,792526803190927;-7,423967030099669
4000;2,9670597283903604;-13,754500137380488
4000;3,141592653589793;-7,79371403746683
4000;3,316125578789226;-13,754500137380488
4000;3,490658503988659;-7,423967030099669
4000;3,665191429188092;-11,359639202346326
4000;3,839724354387525;-14,004415225276873
4000;4,014257279586958;-8,827258722331093
4000;4,188790204786391;-6,382235733000714
4000;4,363323129985824;-6,594147590908317
4000;4,537856055185257;-6,434237162162337
4000;4,71238898038469;-6,172275950769902
4000;4,886921905584122;-5,437489948030524
4000;5,061454830783555;-5,292550813368954
4000;5,235987755982989;-5,001735039187253
4000;5,410520681182422;-4,861165576744097
4000;5,585053606381854;-5,132616557587239
4000;5,759586531581287;-5,503050068269722
4000;5,934119456780721;-5,49355561642396
4000;6,1086523819801535;-5,9893158304787555
4000;6,283185307179586;-5,8076940370769154
