Freq;Angle;Gain
5000;0,0;-3,399685357880648
5000;0,3490658503988659;-7,939907889705665
5000;0,6981317007977318;-5,168349990072084
5000;1,0471975511965976;-3,363025165014342
5000;1,3962634015954636;0,0
5000;1,7453292519943295;-4,949083751634293
5000;2,0943951023931953;-0,3457152791123131
5000;2,443460952792061;-1,0092497856794715
5000;2,792526803190927;-7,479868146876414
5000;3,141592653589793;-2,290636010370509
5000;3,490658503988659;-7,479868146876414
5000;3,839724354387525;-1,0092497856794715
5000;4,188790204786391;-0,3457152791123131
5000;4,537856055185257;-4,949083751634293
5000;4,886921905584122;0,0
5000;5,235987755982989;-3,363025165014342
5000;5,585053606381854;-5,168349990072084
5000;5,934119456780721;-7,939907889705665
5000;6,283185307179586;-3,399685357880648
